Sample,Number,Dental Age,Predicted Age,Age,Fem_Side,Fem_M_or_E,Fem_Fusion,Fem_Bio_L,Fem_Midshaft_AP_D,Fem_Midshaft_ML_D,Fem_Max_L,Fem_Bicondylar_W,Fem_Head_AP_D,Fem_Head_AP_D_E,Tib_Side,Tib_Bio_L,Tib_M_or_E,Tib_Fusion,Tib_Midshaft_AP_D,Tib_Midshaft_ML_D,Tib_Max_L,Tib_Max_L_E,Tib_Bicond_W,Tib_Bicond_W_E,Tib_Dist_Met_ML_D,Tib_Dist_Met_ML_D_E,Tib_Dist_Met_AP_D,Tib_Dist_Met_AP_D_E,Hum_M_or_E,R_Hum_L,R_Hum_Midshaft_AP_D,R_Hum_Midshaft_ML_D,L_Hum_L,L_Hum_AP_Midshaft_D,L_Hum_ML_Midshaft_D,Hum_Fusion,R_Hum_Max_L,L_Hum_Max_L,Hum_Head_M_or_E,R_Max_Hum_Head_D,L_Max_Hum_Head_D,Hum_Dist_M_or_E,R_Hum_Dist_Met_ML_D,L_Hum_Dist_Met_ML_D,Rad_M_or_E,Rad_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,7625,0.4,.,0.4,L,M,N,103,8.2,9.0,103.0,,12.5,,R,87,M,N,8.3,8.6,87.0,,22.3,,14.4,,13.6,,M,84,7.7,6.8,,,,N,84.0,,M,17.9,,M,21.5,,M,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,807,0.41,.,0.41,L,M,N,92,8.1,8.1,93.0,25.7,12.2,,L,77,M,N,7.9,8.0,77.0,,20.4,,12.7,,13.0,,M,76,6.8,7.0,76,6.9,7.2,N,76.0,,M,16.5,,,19.1,,M,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,5597,,0.44,0.44,R,M,N,100,8.5,10.1,100,28.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,6709,0.44,.,0.44,,,,,,,,,,,,,,,,,,,,,,,,,M,81,7.9,7.4,,,,N,81.0,,M,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,8960,0.45,,0.45,L,M,N,118,10.1,11.9,121.0,35.0,,,L,102,M,N,10.9,8.8,103.0,,27.6,,,,14.9,,M,101,10.3,9.1,101,10.6,9.0,N,101.0,,M,21.6,,M,26.8,,M,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9185,0.45,,0.45,,,,,,,,,,,R,100,M,N,10.9,10.7,101.0,,26.8,,16.6,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,664,0.46,.,0.46,R,M,N,102,7.5,7.5,103.0,24.0,12.3,,R,88,M,N,8.1,6.6,88.0,,20.4,,12.5,,12.7,,M,83,6.5,6.2,82,7.0,6.0,N,83.0,,M,15.5,,,20.3,,M,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,3020,0.48,.,0.48,R,M,N,101,7.0,8.6,102.5,24.0,12.1,,R,84,M,N,7.7,7.4,84.0,,19.5,,11.2,,11.8,,M,81,6.8,5.9,82,6.6,6.2,N,82.0,,M,16.1,,,19.3,,M,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,187,,0.54,0.54,,,,,,,,,,,L,97,M,N,9.0,8.0,97.0,,,,15.2,,12.9,,M,92,8.3,7.6,93,8.4,7.7,N,92.0,92.7,M,19.1,19.7,M,24.0,,M,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,810,0.54,.,0.54,L,M,N,104,8.5,8.7,106.0,27.4,14.3,,L,89,M,N,9.3,7.9,90.0,,21.5,,14.1,,13.3,,M,91,7.9,8.0,91,8.0,7.8,N,91.0,,M,18.4,,,23.3,,M,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,472,0.54,,0.54,R,M,N,106,8.8,10.5,108.0,28.6,14.0,,R,88,M,N,10.6,9.0,90.0,,23.3,,17.3,,14.9,,M,87,8.4,8.1,87,8.3,8.0,N,87.0,,M,16.6,,,21.7,,M,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,7642.2,,0.55,0.55,R,M,N,101,8.7,9.8,101.0,,13.7,,L,88,M,N,9.3,8.6,88.0,,20.9,,14.2,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9008,0.37,,0.58,R,M,N,102,9.0,9.2,105.0,,12.7,,,,,,,,,,,,,,,,M,85,8.2,7.8,85,8.0,7.6,N,85.0,,,,,M,23.0,,M,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,3016,0.58,,0.58,R,M,N,120,7.8,9.3,126.0,25.8,13.9,,R,99,M,N,8.5,7.2,100.0,,,,12.4,,11.0,,M,102,8.2,6.9,100,8.1,6.8,N,102.0,,M,18.9,,,22.5,,M,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,265,0.64,.,0.64,L,M,N,123,8.4,9.3,127.0,29.5,13.8,,R,105,M,N,9.4,8.2,106.0,,22.3,,15.4,,14.6,,M,101,8.3,8.0,101,8.3,7.8,N,100.8,100.8,M,20.6,20.2,M,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,25.0,0.64,.,0.64,L,M,N,117,8.4,9.2,124,30.0,14.2,,R,106,M,N,8.4,7.7,105.0,,25.1,,15.8,,15.3,,M,100,8.1,7.3,101,8.0,7.3,N,100.0,101.0,M,19.0,19.0,M,22.9,22.0,M,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,33.0,0.64,.,0.64,L,M,N,127,10.6,10.5,130,32.0,16.0,,,,,,,,,,,,,,,,M,105,10.2,10.3,103,10.6,11.0,N,105.0,103.0,M,20.5,20.5,M,26.2,26.4,M,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,6098,,0.65,0.65,,,,,,,,,,,L,133,M,N,10.2,9.8,133.0,,30.3,,,,,,,,,,151,9.9,10.5,N,152.0,,M,25.0,,M,30.1,,M,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,8015,0.65,.,0.65,R,M,N,107,8.9,9.0,107.0,26.2,,,,,,,,,,,,,,,,,M,87,8.1,7.0,,,,N,87.0,,M,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,8016,,0.65,0.65,,,,,,,,,,,R,92,M,N,8.5,8.5,92.0,,20.9,,13.1,,12.8,,M,88,7.4,7.1,,,,N,88.0,,M,17.5,,M,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,176,0.65,.,0.65,L,M,N,116,7.8,9.5,117.0,30.2,12.8,,R,101,M,N,9.0,8.4,102.0,,25.1,,14.9,,13.6,,M,95,7.5,7.3,97,7.7,7.5,N,94.8,96.0,M,19.1,19.1,M,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,560,0.65,.,0.65,R,M,N,122,8.4,10.4,125.0,,13.1,,L,102,M,N,8.8,8.2,103.0,,22.8,,14.9,,14.0,,M,104,9.4,8.6,104,9.0,8.6,N,104.0,,M,19.7,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,3024,,0.66,0.66,R,M,N,105,8.0,9.7,106.0,23.2,12.1,,R,87.5,M,N,8.7,8.1,88.5,,18.4,,11.1,,11.4,,M,89,7.0,7.3,88,7.0,7.0,N,89.0,,M,16.2,,,20.4,,M,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,7143,0.71,.,0.71,L,M,N,117,8.6,9.1,121.0,25.7,12.8,,R,99,M,N,8.5,7.9,100.0,,22.2,,12.6,,12.5,,M,95,8.3,7.6,95,8.0,7.5,N,95.0,,,,,M,20.8,,M,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,9106,0.71,.,0.71,L,M,N,119,9.1,9.9,121.0,,14.6,,,,,,,,,,,,,,,,M,98,9.0,8.7,,,,N,98.0,,M,19.7,,M,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,713,0.71,,0.71,R,M,N,110,8.3,8.7,114.0,24.6,11.6,,R,95,M,N,8.2,7.5,95.0,,18.7,,11.6,,11.9,,M,84,7.3,7.2,85,7.1,7.2,N,85.0,,M,15.4,,,20.6,,M,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,659,0.71,,0.71,R,M,N,110,8.7,9.8,115.0,29.0,14.0,,L,94,M,N,9.1,7.6,94.0,,22.9,,14.7,,12.5,,M,91,7.9,6.6,90,7.8,6.3,N,91.0,,M,17.2,,,21.8,,M,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,181.0,0.71,.,0.71,R,M,N,126,8.4,9.1,133,31.1,14.9,,R,109,M,N,8.5,8.0,113.0,,23.5,,16.0,,15.4,,M,105,8.3,7.1,105,8.0,6.9,N,105.0,105.0,M,18.6,18.8,M,24.8,24.3,M,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,159,,0.74,0.74,R,M,N,121,8.9,9.0,123,31.6,14.5,,L,104,M,N,9.8,8.5,104.0,,23.5,,15.2,,15.8,,M,98,9.0,8.3,97,8.6,8.7,N,97.2,96.2,M,19.8,19.3,M,23.2,,M,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,468,,0.74,0.74,R,M,N,121,9.3,9.9,123.0,32.4,14.9,,R,104,M,N,9.8,9.4,103.0,,22.8,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,5385,0.75,.,0.75,R,M,N,115,8.8,10.6,120.0,,14.1,,L,96,M,N,10.0,8.5,98.0,,24.4,,16.5,,13.0,,M,,,,94,9.6,8.1,N,94.0,,M,19.8,,M,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,139,0.75,.,0.75,L,M,N,153,10.7,11.5,161,37.6,17.1,,L,134,M,N,11.2,9.7,137.0,,30.1,,17.1,,16.6,,M,123,9.5,9.8,123,9.4,9.6,N,125.0,,M,23.9,,M,27.5,,M,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,264,0.78,.,0.78,L,M,N,129,10.4,10.7,133.0,37.2,,,R,107,M,N,11.2,9.6,110.0,,,,19.5,,,,M,101,10.8,10.7,101,10.4,10.0,N,100.8,,M,23.7,,M,27.4,,M,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,29.0,0.78,.,0.78,L,M,N,126,8.7,9.6,130,34.5,16.4,,R,107,M,N,8.8,7.8,107.0,,26.5,,16.5,,,,M,102,7.8,8.0,102,8.4,8.3,N,102.0,102.0,M,19.2,20.0,M,24.8,25.8,M,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,8341,,0.81,0.81,R,M,N,116,8.3,9.1,119.0,31.1,13.8,,R,97,M,N,8.5,7.9,97.0,,,,14.7,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,103.0,0.83,.,0.83,R,M,N,129,7.9,9.3,135,32.0,14.2,,R,110,M,N,8.4,7.5,111.0,,26.4,,15.7,,14.3,,M,105,8.0,7.0,,,,,105.0,,M,19.4,,M,24.0,,M,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,7602,0.85,.,0.85,R,M,N,114,10.2,11.6,117.0,32.7,16.4,,R,100,M,N,11.6,10.2,103.0,,24.7,,16.0,,15.5,,M,97,9.4,9.0,97,9.3,9.3,N,97.0,,M,22.0,,M,25.9,,M,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9072,0.85,,0.85,R,M,N,128,12.1,11.6,133.0,36.9,18.1,,,,,,,,,,,,,,,,M,107,10.1,10.0,108,10.2,10.4,N,107.0,,M,23.0,,M,28.6,,M,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Lopes,1531,0.85,,0.85,R,M,N,145,9.7,11.4,146.0,,17.7,,R,117,M,N,10.4,10.3,120.0,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,271,,0.87,0.87,L,M,N,124,9.4,10.1,127.0,30.1,13.8,,L,104,M,N,9.1,8.7,106.0,,24.6,,15.3,,12.9,,M,102,9.0,7.9,102,8.8,8.2,N,102.0,,M,20.1,,M,22.7,,M,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,183.0,0.87,.,0.87,L,M,N,133,9.6,10.2,137,34.7,15.6,,R,115,M,N,9.4,9.7,117.0,,27.9,,18.6,,15.8,,M,108,9.1,7.9,108,9.3,8.0,N,107.0,107.0,M,19.0,19.0,M,23.8,23.9,M,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,5643,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,M,94,9.9,9.0,,,,N,94.0,,M,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,8052.1,,0.9,0.9,,,,,,,,,,,L,96,M,N,9.6,9.1,96.0,,25.9,,,,,,M,94,10.1,8.5,,,,N,94.0,,M,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,9087,,0.9,0.9,,,,,,,,,,,L,135,M,N,12.5,11.2,135.0,,,,23.8,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,535,0.99,.,0.99,L,M,N,102,7.9,10.0,104.0,25.2,11.7,,R,87,M,N,10.4,8.6,90.0,,19.9,,12.3,,11.9,,M,84,7.7,6.6,85,7.7,6.5,N,85.0,,M,17.4,,,20.7,,M,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,476,0.99,,0.99,R,M,N,122,10.1,10.9,124.0,30.9,15.1,,R,101.5,M,N,11.2,9.1,103.0,,25.3,,16.7,,15.2,,M,100,9.4,10.2,101,9.5,10.0,N,101.0,,M,20.5,,,23.8,,M,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Lopes,1499,0.99,,0.99,L,M,N,119,9.6,9.3,120.0,31.8,14.6,,L,98,M,N,9.3,7.9,100.0,,24.7,,14.6,,14.1,,M,96.0,8.9,8.4,96.0,8.8,8.5,N,95.0,95.0,M,18.9,19.0,M,21.7,22.1,M,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Lopes,81,,,1.00,L,M,N,148,11.5,12.1,154,42.7,18.1,,L,124,M,N,11.3,10.4,125.0,,33.8,,,,,,M,121,9.6,10.0,121,9.5,10.5,N,121.0,121.0,M,25.0,25.0,M,30.1,29.8,M,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,313,1.01,.,1.01,R,M,N,138,11.0,12.6,144.0,35.9,17.6,,R,110,M,N,10.8,8.5,112.0,,27.8,,,,,,M,115,10.1,10.9,115,10.5,10.7,N,117.0,,M,22.5,,,27.0,,M,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,8653,1.09,.,1.09,L,M,N,117,9.2,11.1,122,,14.3,,L,102,M,N,9.5,9.2,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,199,1.09,.,1.09,R,M,N,142,11.7,12.1,144.0,37.0,16.8,,R,121,M,N,11.7,10.5,122.0,,27.7,,19.8,,19.0,,M,115,10.5,10.7,,,,N,116.0,,M,22.9,,M,26.5,,M,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9184,1.09,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,109,11.0,9.2,N,109.0,,,,,M,26.0,,M,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9233,1.09,,1.09,L,M,N,132,11.5,12.3,137,37.6,,,L,117,M,N,11.1,11.5,118.0,,30.0,,17.9,,17.9,,M,,,,114,11.6,11.5,N,114.0,,,,,M,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Lopes,1558,1.10,,1.10,R,M,N,139,9.9,10.4,144.0,32.8,17.8,,L,115,M,N,9.9,8.2,117.0,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,15.0,1.11,.,1.11,R,M,N,99,7.7,8.6,103,27.1,11.8,,R,86,M,N,8.3,7.3,85.0,,21.7,,14.1,,12.8,,M,81,7.8,6.6,81,7.7,6.3,N,80.0,80.0,M,16.5,16.0,M,20.5,20.5,M,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,3021,1.14,,1.14,L,M,N,114,8.3,10.7,117.0,29.0,13.5,,L,96,M,N,9.4,8.3,97.0,,24.8,,15.5,,14.2,,M,94,7.8,7.8,94.5,8.2,7.8,N,94.5,,M,17.0,,,23.8,,M,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,3191,1.14,,1.14,R,M,N,113,9.4,9.5,119.0,27.1,13.7,,L,98,M,N,9.0,8.1,99.0,,23.6,,13.7,,13.5,,M,96,8.5,8.1,95.5,8.5,8.4,N,96.0,,M,17.2,,,23.1,,M,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
